JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2441627.30,2.9,,,Vis.,TOA,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441627.33,2.9,,,Vis.,KSZ,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,MCSE,STD,,,,
2441627.37,2.5,,,Vis.,TOA,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441627.39,2.7,,,Vis.,KSZ,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,MCSE,STD,,,,
2441627.41,2.2,,,Vis.,TOA,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441627.42,2.5,,,Vis.,KSZ,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,MCSE,STD,,,,
2441628.25,2.1,,,Vis.,TOA,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441629.25,2.2,,,Vis.,TOA,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441629.3,2.0,,,Vis.,HEV,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,MCSE,STD,,,,
2441631.3,2.2,,,Vis.,HEV,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,MCSE,STD,,,,
2441634.25,2.1,,,Vis.,TOA,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441634.3,2.4,,,Vis.,HEV,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,MCSE,STD,,,,
2441647.21,2.8,,,Vis.,JUH,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441647.22,2.8,,,Vis.,JUH,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441647.23,2.8,,,Vis.,JUH,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441647.24,2.9,,,Vis.,JUH,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441647.25,2.9,,,Vis.,JUH,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441647.26,2.9,,,Vis.,JUH,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441647.27,3.0,,,Vis.,JUH,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441647.28,3.0,,,Vis.,JUH,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441647.29,3.0,,,Vis.,JUH,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441647.3,3.3,,,Vis.,KSZ,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,MCSE,STD,,,,
2441647.30,3.1,,,Vis.,JUH,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441647.31,3.2,,,Vis.,JUH,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441647.32,3.3,,,Vis.,JUH,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441647.33,3.3,,,Vis.,JUH,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441647.34,3.3,,,Vis.,JUH,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441647.35,3.3,,,Vis.,JUH,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441647.36,3.4,,,Vis.,JUH,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441647.37,3.4,,,Vis.,JUH,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441647.38,3.3,,,Vis.,JUH,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441647.39,3.2,,,Vis.,JUH,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441650.30,3.0,,,Vis.,TOA,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441651.3,2.4,,,Vis.,KSZ,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,MCSE,STD,,,,
2441655.23,2.2,,,Vis.,MEZ,,,,,,,,V,,,,BET PER,MCSE,STD,,,,
2441656.3,2.2,,,Vis.,MEZ,,,,,,,,V,,,,BET PER,MCSE,STD,,,,
2441659.29,2.2,,,Vis.,MEZ,,,,,,,,V,,,,BET PER,MCSE,STD,,,,
2441662.30,2.2,,,Vis.,TOA,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441672.3,2.2,,,Vis.,GGF,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,MCSE,STD,,,,
2441673.3,2.4,,,Vis.,KSZ,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,MCSE,STD,,,,
2441673.3,3.0,,,Vis.,GGF,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,MCSE,STD,,,,
2441673.30,2.5,,,Vis.,TOA,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441677.3,2.3,,,Vis.,GGF,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,MCSE,STD,,,,
2441679.3,2.4,,,Vis.,KSZ,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,MCSE,STD,,,,
2441679.3,2.5,,,Vis.,GGF,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,MCSE,STD,,,,
2441680.2,2.5,,,Vis.,SOM,,,,,,,,V,,,,BET PER,,STD,,,,
2441680.3,2.5,,,Vis.,KSZ,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,MCSE,STD,,,,
2441680.3,2.5,,,Vis.,GGF,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,MCSE,STD,,,,
2441681.2,2.6,,,Vis.,SOM,,,,,,,,V,,,,BET PER,,STD,,,,
2441681.3,2.2,,,Vis.,KIG,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441681.3,2.5,,,Vis.,GGF,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,MCSE,STD,,,,
2441682.2,2.7,,,Vis.,SOM,,,,,,,,V,,,,BET PER,,STD,,,,
2441682.3,2.5,,,Vis.,KSZ,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,MCSE,STD,,,,
2441682.3,2.6,,,Vis.,GGF,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,MCSE,STD,,,,
2441682.30,2.1,,,Vis.,TOA,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,AAVSO,STD,,,,
2441683.2,2.6,,,Vis.,SOM,,,,,,,,V,,,,BET PER,,STD,,,,
2441683.3,2.5,,,Vis.,GGF,,NA,,NA,ARCHIVAL FILE JAM COR 13 S. NAGY,,,Z,,,,BET PER,MCSE,STD,,,,
2441725.7,2.3,,,Vis.,GUL,,,,,,,,V,,,,BET PER,,STD,,,,
2441738.7,2.3,,,Vis.,GUL,,,,,,,,V,,,,BET PER,,STD,,,,
2442030.5021,2.6,,,Vis.,CSD,,,,,,,,V,,,,BET PER,,STD,,,,
2442030.5083,2.8,,,Vis.,CSD,,,,,,,,V,,,,BET PER,,STD,,,,
2442030.5313,2.9,,,N/A,CSD,,,,,,,,V,,,,BET PER,,STD,,,,
2442030.5347,3.0,,,Vis.,CSD,,,,,,,,V,,,,BET PER,,STD,,,,
2442030.5368,3.0,,,Vis.,CSD,,,,,,,,V,,,,BET PER,,STD,,,,
2442030.5521,3.0,,,N/A,CSD,,,,,,,,V,,,,BET PER,,STD,,,,
2442030.5597,3.2,,,Vis.,CSD,,,,,,,,V,,,,BET PER,,STD,,,,
2442030.5729,3.2,,,N/A,CSD,,,,,,,,V,,,,BET PER,,STD,,,,
2442030.5778,3.2,,,N/A,CSD,,,,,,,,V,,,,BET PER,,STD,,,,
2442030.5819,3.5,,,Vis.,CSD,,,,,,,,V,,,,BET PER,,STD,,,,
2442030.5868,3.3,,,Vis.,CSD,,,,,,,,V,,,,BET PER,,STD,,,,
2442030.5896,3.3,,,Vis.,CSD,,,,,,,,V,,,,BET PER,,STD,,,,
2442030.5938,3.3,,,N/A,CSD,,,,,,,,V,,,,BET PER,,STD,,,,
2442030.6146,3.0,,,N/A,CSD,,,,,,,,V,,,,BET PER,,STD,,,,
2442039.5632,2.0,,,N/A,CSD,,,,,,,,V,,,,BET PER,,STD,,,,
2442089.375,2.2,,,Vis.,BOH,,,,,,,,V,,,,BET PER,AFOEV,STD,,,,
2442090.3960,2.2,,,Vis.,BOH,,,,,,,,V,,,,BET PER,AFOEV,STD,,,,
2442093.381,2.2,,,Vis.,BOH,,,,,,,,V,,,,BET PER,AFOEV,STD,,,,
2442235.48,2.2,,,Vis.,BOH,,,,,,,,V,,,,BET PER,AFOEV,STD,,,,
2442236.42,2.2,,,Vis.,BOH,,,,,,,,V,,,,BET PER,AFOEV,STD,,,,
2442332.7083,3.0,,,Vis.,HUZ,KS,,,,,,,V,,,,BET PER,,STD,,,,
2442333.6563,2.2,,,Vis.,HUZ,,,,,,,,V,,,,BET PER,,STD,,,,
2442416.5694,2.1,,,Vis.,HUZ,,,,,,,,V,,,,BET PER,,STD,,,,
2442458.7069,2.8,,,Vis.,ATW,,2.1,2.9,NA,,,,V,,,,BET PER,,STD,,,,
2442458.7194,2.9,,,Vis.,ATW,,2.9,,NA,,,,V,,,,BET PER,,STD,,,,
2442458.7306,3.0,,,Vis.,ATW,,3.0,3.4,NA,,,,V,,,,BET PER,,STD,,,,
2442458.7431,3.0,,,Vis.,ATW,,3.0,3.4,NA,,,,V,,,,BET PER,,STD,,,,
2442458.7542,3.1,,,Vis.,ATW,,3.0,3.4,NA,,,,V,,,,BET PER,,STD,,,,
2442458.7632,3.2,,,Vis.,ATW,,3.0,3.4,NA,,,,V,,,,BET PER,,STD,,,,
2442458.7743,3.2,,,Vis.,ATW,,3.0,3.4,NA,,,,V,,,,BET PER,,STD,,,,
2442458.7833,3.2,,,Vis.,ATW,,3.0,3.4,NA,,,,V,,,,BET PER,,STD,,,,
2442458.7931,3.2,,,Vis.,ATW,,3.0,3.4,NA,,,,V,,,,BET PER,,STD,,,,
2442458.8042,3.1,,,Vis.,ATW,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442458.8139,3.1,,,Vis.,ATW,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442458.8250,3.0,,,Vis.,ATW,,3.0,,NA,,,,V,,,,BET PER,,STD,,,,
2442458.8354,3.0,,,Vis.,ATW,,2.9,3.0,NA,,,,V,,,,BET PER,,STD,,,,
2442484.566,3.1,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442484.5660,3.1,,,Vis.,WED,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442484.575,3.2,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442484.5750,3.2,,,Vis.,WED,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442484.5917,3.3,,,Vis.,WED,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442484.592,3.3,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442484.606,3.4,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442484.6063,3.4,,,Vis.,WED,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442484.620,3.3,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442484.6201,3.3,,,Vis.,WED,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442484.6389,3.2,,,Vis.,WED,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442484.639,3.2,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442484.6597,3.1,,,Vis.,WED,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442484.660,3.1,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442484.6736,3.0,,,Vis.,WED,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442484.674,3.0,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442742.5035,2.3,,,Vis.,SAH,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442742.504,2.3,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442742.516,2.4,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442742.5160,2.4,,,Vis.,SAH,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442742.5278,2.4,,,Vis.,SAH,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442742.528,2.4,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442742.538,2.6,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442742.5382,2.6,,,Vis.,SAH,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442742.5507,2.7,,,Vis.,SAH,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442742.551,2.7,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442742.559,2.7,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442742.5590,2.7,,,Vis.,SAH,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442742.5639,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442742.564,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442742.5729,2.9,,,Vis.,SAH,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442742.573,2.9,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442742.5868,2.9,,,Vis.,SAH,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442742.587,2.9,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442742.597,3.0,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442742.5972,3.0,,,Vis.,SAH,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442742.6076,3.1,,,Vis.,SAH,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442742.608,3.1,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442742.620,3.1,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442742.6201,3.1,,,Vis.,SAH,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442742.6285,3.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442742.629,3.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442742.6389,3.3,,,Vis.,SAH,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442742.639,3.3,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442742.6458,3.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442742.646,3.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442742.6528,3.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442742.653,3.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442742.7097,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442742.710,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442742.722,2.7,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442742.7222,2.7,,,Vis.,SAH,,NA,,NA,,,,V,,,,BET PER,,STD,,,,
2442782.683,2.5,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442782.698,2.6,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442782.719,2.8,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442782.741,2.9,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442782.762,3.1,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442782.774,3.3,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442782.787,3.3,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442782.804,3.4,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442782.827,3.2,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442782.845,3.1,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442782.865,3.0,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442782.878,2.9,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442782.899,2.7,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442782.913,2.6,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442828.5667,2.7,,,Vis.,FRW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442828.5688,2.69,,,Vis.,FRW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442828.5833,2.77,,,Vis.,FRW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442828.5958,2.94,,,Vis.,FRW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442828.6111,2.97,,,Vis.,FRW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442828.6250,3.04,,,Vis.,FRW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442828.6410,3.08,,,Vis.,FRW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442828.6528,3.22,,,Vis.,FRW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442828.6694,3.26,,,Vis.,FRW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442828.6764,3.29,,,Vis.,FRW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442828.6910,3.22,,,Vis.,FRW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442828.7014,3.11,,,Vis.,FRW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442828.7132,3.04,,,Vis.,FRW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442828.7188,3.0,,,Vis.,FRW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442828.7257,3.03,,,Vis.,FRW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442828.7319,2.94,,,Vis.,FRW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442828.7458,2.86,,,Vis.,FRW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442828.7590,2.77,,,Vis.,FRW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2442828.7694,2.71,,,Vis.,FRW,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443020.633,2.1,,,Vis.,RUO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443020.674,2.4,,,Vis.,RUO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443020.699,2.7,,,Vis.,RUO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443020.716,2.8,,,Vis.,RUO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443020.749,2.8,,,Vis.,RUO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443020.759,2.9,,,Vis.,RUO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443020.780,3.2,,,Vis.,RUO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443020.795,2.9,,,Vis.,RUO,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443043.660,2.7,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443043.680,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443043.697,3.0,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443043.712,3.1,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443043.733,3.1,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443043.745,2.9,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443043.761,2.9,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443043.775,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443043.793,2.7,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443043.809,2.6,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443043.832,2.6,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443043.851,2.5,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443043.876,2.4,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443066.580,2.7,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443066.580,2.7,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443066.599,2.8,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443066.611,2.9,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443066.614,2.9,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443066.633,3.1,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443066.637,3.2,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443066.660,3.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443066.664,3.4,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443066.684,3.3,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443066.685,3.3,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443066.700,3.1,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443066.706,3.0,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443066.717,3.0,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443066.724,2.9,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443066.744,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443066.767,2.7,,,Vis.,WED,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443066.776,2.5,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443066.792,2.3,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443820.554,2.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443820.583,2.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443820.607,2.3,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443820.631,2.3,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443820.647,2.4,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443820.666,2.5,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443820.688,2.7,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443820.710,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443820.747,3.1,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443820.767,3.1,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443820.776,3.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443820.790,3.3,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443820.817,3.1,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443820.839,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443820.860,2.7,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443820.892,2.4,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443820.910,2.3,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443820.944,2.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2443823.6451,3.5,,,Vis.,HUZ,,,,,,,,V,,,,BET PER,,STD,,,,
2443823.6868,3.5,,,Vis.,HUZ,,,,,,,,V,,,,BET PER,,STD,,,,
2443823.7139,2.9,,,Vis.,HUZ,,,,,,,,V,,,,BET PER,,STD,,,,
2443823.7340,2.7,,,Vis.,HUZ,,,,,,,,V,,,,BET PER,,STD,,,,
2443823.7569,2.4,,,Vis.,HUZ,,,,,,,,V,,,,BET PER,,STD,,,,
2443823.8014,2.3,,,Vis.,HUZ,,,,,,,,V,,,,BET PER,,STD,,,,
